siteId,date,wet,temp,do,spc,ph,nitrates,phosphorus,chlorides,tss,ecoli
elkhart-11,9/1/2016,0,21.5,7.02,297.7,8.07,1.46,0.865,285.83,NA,50
elkhart-11,9/8/2016,1,23.7,6.12,562,8.09,1.27,0.132,225.09,NA,2500
elkhart-11,9/15/2016,0,19.6,8.25,589,8.28,1.32,1.25,320.26,NA,105
elkhart-11,9/22/2016,0,20.6,7.22,589,8.2,1.27,1.42,305.07,NA,50
elkhart-11,9/29/2016,1,15.9,NA,561,8.26,1.38,1.512,281.79,NA,96
elkhart-11,5/4/2017,1,11.6,10.01,470.1,8.06,2.21,0.154,126.51,NA,NA
elkhart-11,5/11/2017,1,13.6,10.01,474.7,8.07,1.86,0.159,84.97,NA,196
elkhart-11,5/18/2017,0,20.1,8.12,543,8.07,0.181,0.128,166.55,NA,NA
elkhart-11,5/23/2017,0,16.6,7.06,439.4,7.76,0.179,0.14,99.19,NA,490
elkhart-11,6/8/2017,0,19.2,7.51,524,7.99,1.75,0.267,188.08,NA,25
elkhart-11,6/15/2017,0,NA,NA,NA,NA,1.26,0.161,NA,NA,96
elkhart-11,6/22/2017,0,20.7,7.8,555,8.02,1.66,0.342,205.37,NA,76
elkhart-11,6/29/2017,0,18.7,8.35,636,8.11,1.55,0.249,226.65,NA,90
elkhart-11,7/6/2017,0,22.4,7.02,590,8.01,1.4,0.352,202.9,NA,25
elkhart-11,7/13/2017,1,21.9,6.69,613,NA,2.12,0.312,NA,NA,192
elkhart-11,7/27/2017,0,22.6,7.19,571,8.21,1.24,0.168,169.75,NA,50
elkhart-11,8/3/2017,0,22.5,7.8,526,8.28,2.22,0.218,209.75,NA,NA
elkhart-11,8/10/2017,0,20.3,8.07,387.1,NA,6.58,0.244,NA,NA,28
elkhart-11,8/17/2017,0,22.3,6.01,514,8.36,2.78,0.201,241.13,NA,61
elkhart-11,8/24/2017,0,20.2,6.42,466.1,8.22,6.58,0.244,267.67,NA,NA
elkhart-11,8/31/2017,0,19.4,6.21,481,8.22,1.58,0.171,282.77,NA,35
elkhart-11,9/7/2017,1,17,6.23,741.5,5.58,1.31,0.176,NA,NA,58
elkhart-11,9/21/2017,0,21.1,6.32,585,8.14,1.84,0.186,128.5,NA,NA
elkhart-11,9/28/2017,0,19.5,6.32,578,8.28,2.01,0.178,287.2,NA,34
elkhart-11,5/10/2018,1,18.1,8.31,492,8.2,1.78,0.165,138.33,NA,250
elkhart-11,5/17/2018,0,18.5,8.01,464.4,7.92,4.04,0.415,175.39,NA,205
elkhart-11,5/22/2018,1,16.6,8.48,471.4,8.11,2.18,1.46,197.98,NA,NA
elkhart-11,5/31/2018,1,23.1,6.79,560,8.1,1.6,0.837,195.72,NA,385
elkhart-11,6/7/2018,0,19.1,7.54,507,8.17,1.84,0.258,289.73,NA,172
elkhart-11,6/14/2018,0,19.9,7.5,482.8,8.2,2.43,0.303,240.43,NA,196
elkhart-11,6/21/2018,0,21.5,7.04,637,8.02,4.44,3.67,229.7,NA,580
elkhart-11,6/28/2018,0,20.7,7.51,490.1,8.17,1.86,0.449,241.92,NA,1100
elkhart-11,7/5/2018,0,25.7,6.82,564,8.15,1.4,0.556,185.62,NA,124
elkhart-11,7/12/2018,0,23.3,7.01,586,8.31,1.32,0.24,289.28,NA,150
elkhart-11,7/19/2018,0,22.1,6.98,587,8.24,1.86,6.24,244.35,NA,196
elkhart-11,7/26/2018,0,21.8,7.22,610,8.25,2.1,0.306,243.01,NA,124
elkhart-11,8/9/2018,1,22.3,6.49,616,8.26,1.64,0.307,315.42,NA,88
elkhart-11,8/16/2018,0,22.4,6.25,605,8.19,1.47,0.287,279.72,NA,NA
elkhart-11,8/23/2018,0,20.3,6.06,621,8.32,1.73,0.358,317.61,NA,780
elkhart-11,8/30/2018,0,21.9,4.81,556,8.38,1.47,0.24,331.44,NA,88
elkhart-11,9/6/2018,1,24.1,4.07,581,8.24,1.77,0.281,353.18,NA,172
elkhart-11,9/11/2018,0,17.1,5.24,507,8.43,1.4,0.445,422.03,NA,NA
elkhart-11,9/20/2018,0,21.36,3.55,636,8.31,1.6,1.69,316.61,NA,236
elkhart-11,9/27/2018,0,17,8.9,1331,8.38,NA,NA,359.9,NA,NA
elkhart-11,5/7/2019,0,16.1,8.68,470.7,7.97,2.14,0.164,98.87,NA,NA
elkhart-11,5/14/2019,0,11.1,15.5,425.1,8.09,1.71,0.188,37.96,4,82
elkhart-11,5/21/2019,1,14.1,10.81,481.5,7.87,2.37,0.229,43.52,6,90
elkhart-11,5/28/2019,1,19.1,8.13,546,7.78,2.32,0.27,150.05,7,170
elkhart-11,6/4/2019,0,18.1,8.29,463,7.89,0.974,0.951,131.76,7.5,130
elkhart-11,6/11/2019,1,18.4,5.3,476.9,7.93,1.7,0.358,175.5,7.75,480
elkhart-11,6/18/2019,0,18.3,4.52,535,7.91,2.59,0.726,124.86,7,2900
elkhart-11,6/25/2019,0,20.1,4.31,478.5,7.86,2.25,0.314,86.03,11.5,1020
elkhart-11,7/2/2019,0,24.4,4.78,595,7.92,1.47,0.364,190.72,7,150
elkhart-11,7/9/2019,0,22.4,5.5,549,7.62,2.57,0.362,86.32,9.6,125
elkhart-11,7/16/2019,0,24.7,3.51,598,7.81,1.43,0.358,138.32,7.5,96
elkhart-11,7/23/2019,0,21.7,2.8,642,7.8,2.23,0.555,148.78,11,600
elkhart-11,7/30/2019,1,22.6,4.2,726,8.04,1.61,0.423,203.38,6.17,64
elkhart-11,8/6/2019,1,23.1,4.74,508,8.71,1.54,0.318,236.3,4.25,56
elkhart-11,8/15/2019,1,22.7,5.08,559,8.13,1.86,0.296,177.27,4.33,224
elkhart-11,8/27/2019,0,20,5.84,430.2,8.24,1.27,0.256,174.3,4.38,98
elkhart-11,9/10/2019,0,18.6,7.28,495.4,8.12,1.33,0.187,261.79,3.13,80
elkhart-11,9/17/2019,0,20,6.02,557,8.32,1.38,0.258,231.19,2.25,61
elkhart-11,9/24/2019,0,19.9,5.55,525,8.32,1.24,0.24,364.48,3.13,34
elkhart-11,5/14/2020,1,13.5,10.21,492.6,7.17,1.52,0.137,145.86,NA,NA
elkhart-11,5/21/2020,0,14.5,9.6,445.6,8,4.25,0.4,77.09,NA,NA
elkhart-11,5/28/2020,1,21.9,7.2,522,7.4,1.64,0.467,129.32,NA,NA
elkhart-11,6/4/2020,0,21.1,7.73,525,8.51,1.48,0.254,114.65,7,78
elkhart-11,6/11/2020,0,21.3,7.54,533,7.81,1.73,0.322,166.37,8,27400
elkhart-11,6/18/2020,0,21.6,7.92,700,7.04,1.85,0.236,162.65,7,59
elkhart-11,6/25/2020,0,20.6,7.41,523,8,1.57,0.254,174.5,NA,NA
elkhart-11,7/9/2020,0,25.7,7.65,710,8.2,1.49,0.315,119.77,NA,88
elkhart-11,7/16/2020,1,23,7.2,767,6.35,1.48,0.445,79.68,NA,NA
elkhart-11,7/23/2020,1,22.8,7.11,628,7.86,1.91,2.76,121.85,5,96
elkhart-11,7/30/2020,0,23.5,6.81,646,8.27,1.86,0.587,131.99,4,56
elkhart-11,8/6/2020,0,19.3,7.81,606,7.94,2.01,0.412,149.07,NA,NA
elkhart-11,8/13/2020,0,22,6.62,656,7.24,1.71,0.214,197.76,3,116
elkhart-11,8/20/2020,0,20.6,7,566,7.34,1.38,0.859,200,NA,NA
elkhart-11,8/27/2020,0,23.9,6.08,649,NA,2.14,0.987,183.43,3,74
elkhart-11,9/3/2020,0,21.3,7.04,623,NA,NA,NA,191.16,5,68
elkhart-11,9/10/2020,0,19.4,7.3,597,NA,1.49,0.229,186.32,4,120
elkhart-11,9/17/2020,0,18.2,8.25,615,NA,1.12,0.208,185.5,NA,NA
elkhart-11,5/13/2021,0,,NA,NA,NA,5.72,0.216,NA,5.5,161
elkhart-11,5/20/2021,0,19.3,9.1,611,8.18,1.73,0.173,40.72,5,33
elkhart-11,5/27/2021,0,20.9,7.6,629,8.13,NA,NA,50.3,7,93
elkhart-11,6/3/2021,0,18.7,8.4,618,8.22,1.93,0.237,49.77,8.8,67
elkhart-11,6/10/2021,0,23.8,7.5,629,8.05,1.67,0.301,56.83,4.83,133
elkhart-11,6/17/2021,0,21.6,6.7,648,8.24,1.86,0.302,52.31,6,93
elkhart-11,6/24/2021,0,19.1,7.6,622,8.17,4.94,0.278,50.77,6.83,291
elkhart-11,7/1/2021,1,22.2,6.4,556,7.92,6.68,0.596,54.14,10,921
elkhart-11,7/8/2021,1,23.1,6.9,580,8.06,2.01,0.295,53.21,7.5,649
elkhart-11,7/15/2021,0,22.4,7.6,585,8.13,2.01,0.312,54.71,9.75,276
elkhart-11,7/22/2021,0,22.1,7.3,599,8.24,1.83,0.268,54.53,6.25,112
elkhart-11,7/29/2021,1,24.7,7.9,602,8.24,1.51,0.236,50.97,3.5,649
elkhart-11,8/5/2021,0,21.4,7.9,620,8.27,1.31,0.187,55.85,2.17,96
elkhart-11,8/12/2021,1,23.7,6.4,559,8.22,1.7,0.262,48.28,6,1120
elkhart-11,8/19/2021,0,23.1,7.5,578,8.28,1.53,0.224,56.44,4.3,88
elkhart-11,8/26/2021,1,25.4,7.4,606,8.22,1.43,0.284,66.55,4.7,NA
elkhart-11,9/2/2021,0,20.5,6.6,624,8.22,1.21,0.258,74.34,8.6,613
elkhart-11,9/9/2021,0,19.3,7,653,8.28,1.71,0.223,178.77,6.3,62
elkhart-11,9/16/2021,0,19.2,7.1,672,8.28,1.54,0.21,177.25,4,152
elkhart-11,9/23/2021,1,14.9,7.6,633,8.27,1.55,0.375,72.59,9.8,1300
elkhart-11,9/30/2021,0,17,7.5,638,8.28,1.45,0.302,65.11,10.83,NA
elkhart-12,5/10/2009,NA,18.39,8.32,NA,7.94,7.28,0.5,25,NA,98
elkhart-12,5/17/2009,NA,16,6.6,NA,NA,0.65,0.1,40,NA,280
elkhart-12,5/24/2009,NA,20.05,9.25,NA,7.93,1.99,0.7,45,NA,80
elkhart-12,5/31/2009,NA,21.25,9,NA,7.87,8.18,0.3,30,NA,89
elkhart-12,6/7/2009,NA,18.47,8.66,NA,7.82,9.09,0.5,45,NA,212
elkhart-12,6/14/2009,NA,NA,NA,NA,NA,4.72,0.3,50,NA,116
elkhart-12,6/21/2009,NA,22.08,8.41,NA,7.93,7.37,0.5,50,NA,255
elkhart-12,6/28/2009,NA,22.88,NA,NA,7.8,3.85,0.2,45,NA,800
elkhart-12,7/5/2009,NA,21.88,8.27,NA,7.87,2.82,0.3,40,NA,220
elkhart-12,7/12/2009,NA,22.64,8.64,NA,7.88,1.71,0.4,65,NA,292
elkhart-12,7/19/2009,NA,22.25,7.94,NA,7.63,1.48,0.5,50,NA,6200
elkhart-12,7/26/2009,NA,21.19,10.66,NA,7.85,1.57,0.5,45,NA,550
elkhart-12,8/2/2009,NA,24.44,8.46,NA,7.8,1.4,0.75,50,NA,108
elkhart-12,8/9/2009,NA,24.96,8.57,NA,8,1.44,0.4,45,NA,5800
elkhart-12,8/16/2009,NA,23,7.8,NA,NA,1.33,0.4,40,NA,460
elkhart-12,8/22/2009,NA,20.19,11.9,NA,7.2,1.01,0.6,40,NA,2300
elkhart-12,8/29/2009,NA,20.16,6.77,NA,7.72,1.29,0.6,45,NA,328
elkhart-12,9/6/2009,NA,21.67,11.9,NA,7.7,1.17,0.4,40,NA,130
elkhart-12,9/12/2009,NA,NA,NA,NA,NA,1.2,0.6,40,NA,310
elkhart-12,9/19/2009,NA,17.2,8.4,NA,7.8,3.81,0.3,50,NA,89
elkhart-12,9/26/2009,NA,19.64,7.47,NA,7.97,4.54,0.5,50,NA,380
elkhart-12,4/8/2010,NA,13.9,8.09,564,8.41,2.14,0.386,25.6,30,7100
elkhart-12,4/15/2010,NA,14.9,3.38,623,8.24,1.69,0.102,26.1,NA,50
elkhart-12,4/22/2010,NA,13.9,9.54,632,8.28,1.61,0.095,19.7,4,30
elkhart-12,4/29/2010,NA,NA,NA,NA,NA,NA,NA,0,NA,209
elkhart-12,5/6/2010,NA,16.5,9.05,608,8.29,1.59,0.049,32.2,9,79
elkhart-12,5/13/2010,NA,NA,NA,NA,NA,5.5,0.439,7.8,NA,1780
elkhart-12,5/20/2010,NA,15.4,9.82,600,8.19,2.39,0.176,6.2,14,128
elkhart-12,5/27/2010,NA,21.9,7.53,610,7.85,2.16,0.198,44.9,NA,96
elkhart-12,6/3/2010,NA,21.2,12.05,551,7.82,2.78,0.187,26.4,20,402
elkhart-12,6/10/2010,NA,19.7,8.27,599,7.94,1.76,5.06,22,NA,172
elkhart-12,6/24/2010,NA,22.5,7.71,594,8.06,2.42,0.386,34.8,NA,12250
elkhart-12,7/1/2010,NA,19.8,8.42,618,8.15,0.355,0.282,32.3,13,280
elkhart-12,7/8/2010,NA,24.6,7.54,654,8.17,1.53,1.71,37.6,NA,273
elkhart-12,7/15/2010,NA,NA,NA,NA,NA,1.72,0.169,9.2,5,268
elkhart-12,7/22/2010,NA,23.8,8.09,636,8.32,12,0.189,7,NA,151
elkhart-12,7/29/2010,NA,23.7,7.93,642,8.21,1.67,0.187,24.4,3,760
elkhart-12,8/5/2010,NA,22.7,8.54,683,8.28,2.72,3.01,46.5,NA,250
elkhart-12,8/12/2010,NA,23.8,9.26,670,8.4,1.42,0.186,18.1,3,85
elkhart-12,8/19/2010,NA,23.8,8.2,NA,NA,1.7,0.155,33.1,NA,123
elkhart-12,8/26/2010,NA,20.5,9.72,659,8.4,2,0.333,57.8,2,70
elkhart-12,9/2/2010,NA,23.5,7.8,468,8.28,2.24,2.12,65.2,NA,880
elkhart-12,9/9/2010,NA,17,10.29,597,8.45,1.69,0.136,38.9,2,105
elkhart-12,9/16/2010,NA,19.8,9,NA,NA,NA,0.044,34.1,NA,302
elkhart-12,9/23/2010,NA,19.3,9.34,651,8.34,2.42,0.716,71.7,2,108
elkhart-12,9/30/2010,NA,15.3,10.36,593,8.48,1.6,0.265,52.3,NA,70
elkhart-12,4/14/2011,NA,15.1,10.49,531,8.36,2.3,0.23,21,NA,78
elkhart-12,4/21/2011,NA,6.7,11.36,458,8.13,6,1.06,16.4,62,2590
elkhart-12,4/28/2011,NA,6.7,11.36,458,8.13,6,1.02,7.6,NA,5725
elkhart-12,5/5/2011,NA,12.6,10.01,550,8.18,1.4,0.163,28.1,7,88
elkhart-12,5/12/2011,NA,18.7,7.94,585,8.1,1.5,0.026,18.1,NA,156
elkhart-12,5/19/2011,NA,14.5,9.29,590,8,3.5,0.232,29.3,8,145
elkhart-12,5/26/2011,NA,18.3,8.2,NA,NA,NA,1.99,13.9,NA,26000
elkhart-12,6/2/2011,NA,20.1,7.6,559,8.02,1.7,0.359,29.8,14,151
elkhart-12,6/9/2011,NA,23.2,9.03,579,8.02,1,NA,29.6,NA,321
elkhart-12,6/16/2011,NA,18.9,8.8,NA,NA,NA,0.22,32.8,21,347
elkhart-12,6/24/2011,NA,19.7,6.23,632,8.13,0.9,0.262,42.3,NA,251
elkhart-12,7/14/2011,NA,23.1,8.6,NA,NA,NA,0.173,16.2,2,178
elkhart-12,8/11/2011,NA,20.8,6.91,623,8.23,0,0.231,23.1,2,120
elkhart-12,8/18/2011,NA,21.5,7.15,91,7.51,0.1,0.184,28,NA,90
elkhart-12,9/1/2011,NA,23.1,6.52,483,8.24,0.1,0.163,29.6,NA,108
elkhart-12,9/8/2011,NA,16.7,7.61,655,8.36,0.1,0.145,28.4,4,318
elkhart-12,9/15/2011,NA,14.9,9.4,NA,NA,NA,0.097,28.4,NA,213
elkhart-12,9/22/2011,NA,16.8,7.6,657,8.35,0.1,0.108,29.2,2,52
elkhart-12,9/29/2011,NA,14.4,7.74,151,8.21,0.2,0.35,17.5,NA,297
elkhart-12,4/5/2012,0,13.6,6.94,564.7,8.64,0.2,0.09,10.2,5.75,40
elkhart-12,4/12/2012,0,9.2,8.02,588.2,8.66,0.11,0.087,14.1,NA,28
elkhart-12,4/19/2012,0,14.3,6.73,616.5,8.55,0.06,0.001,12.6,NA,NA
elkhart-12,4/26/2012,0,11.7,7.4,624.1,8.77,0.06,0.094,14.4,NA,NA
elkhart-12,5/3/2012,0,17.2,7.17,621,8.67,0.14,0.07,13.8,2,42
elkhart-12,5/10/2012,0,14.7,7.16,550.2,6.63,0.18,0.331,2.9,NA,124
elkhart-12,5/17/2012,0,17.3,6.73,610,8.54,0.23,0.122,14.2,3.8,NA
elkhart-12,5/24/2012,0,20.1,6.26,620,8.55,0.28,0.181,15.8,NA,74
elkhart-12,5/31/2012,0,19,6.52,639,8.6,0.3,0.21,15.9,4,114
elkhart-12,6/7/2012,0,19.2,7.13,647,8.62,0.39,0.146,54.3,NA,70
elkhart-12,6/14/2012,0,NA,8.2,NA,NA,NA,0.16,19.1,3,139
elkhart-12,6/21/2012,0,25.2,6.82,676,8.54,0.8,0.196,21.4,NA,78
elkhart-12,6/28/2012,0,23.6,6.08,680,8.69,1.24,0.173,25.7,2,84
elkhart-12,7/5/2012,0,27.6,5.7,693,8.71,1.63,0.248,12.1,NA,60
elkhart-12,7/12/2012,0,23.9,5.89,689,8.7,1.54,0.137,12.2,2,118
elkhart-12,7/19/2012,1,24.5,7.2,NA,NA,1.37,0.259,38.8,NA,3100
elkhart-12,7/26/2012,1,NA,NA,NA,NA,1.48,0.126,10.2,3,80
elkhart-12,8/2/2012,0,NA,NA,NA,NA,1.78,0.195,18.7,NA,46
elkhart-12,8/9/2012,0,NA,NA,NA,NA,NA,0.167,20.1,2,98
elkhart-12,8/16/2012,0,21.5,8.4,NA,NA,NA,0.234,18.4,NA,255
elkhart-12,8/23/2012,0,20.6,6.02,672,8.31,NA,0.236,0.212,1.2,134
elkhart-12,8/30/2012,0,21.4,7.01,649,8.62,NA,0.124,12.8,NA,98
elkhart-12,9/6/2012,0,22.8,6.56,656,8.55,NA,0.23,23.2,1.3,84
elkhart-12,9/13/2012,0,20.2,6.74,679,8.66,NA,0.139,24.3,NA,760
elkhart-12,9/20/2012,0,17.7,NA,NA,NA,NA,0.104,28.8,1,156
elkhart-12,9/27/2012,0,15.1,7.21,687,8.66,NA,0.232,24.2,NA,102
elkhart-14,4/8/2010,NA,14.3,7.73,571,8.23,1.77,0.302,26.8,21,6600
elkhart-14,4/15/2010,NA,14.2,8.53,611,8.09,1.59,0.087,12.3,NA,78
elkhart-14,4/22/2010,NA,13.6,8.4,616,8.16,1.45,0.1,20.3,5,54
elkhart-14,4/29/2010,NA,10.8,9.76,586,8.13,2.67,0.138,21.8,NA,135
elkhart-14,5/6/2010,NA,16.1,8.54,599,8.1,1.47,0.085,37.9,7,93
elkhart-14,5/13/2010,NA,11.3,9.68,530,7.93,5.44,0.363,8.8,NA,1560
elkhart-14,5/20/2010,NA,15,9.07,581,7.98,2.29,0.178,5.8,11,130
elkhart-14,5/27/2010,NA,21.3,7.07,602,7.75,0.029,0.164,24.7,NA,116
elkhart-14,6/3/2010,NA,20.9,7.32,548,7.74,2.5,0.219,24.7,16,313
elkhart-14,6/10/2010,NA,18.7,8.16,47,7.82,1.63,0.654,18.5,NA,187
elkhart-14,6/17/2010,NA,21.7,7.33,580,7.96,2.07,0.318,17.7,18,479
elkhart-14,6/24/2010,NA,22.3,7.5,600,8.04,2.03,0.229,35.4,NA,905
elkhart-14,7/1/2010,NA,19.4,8.13,607,8.07,1.76,0.235,29.7,12,120
elkhart-14,7/8/2010,NA,24.7,6.63,643,8.04,1.45,0.604,33.5,NA,127
elkhart-14,7/15/2010,NA,23.5,9.22,644,8.25,1.67,0.167,6,3,123
elkhart-14,7/22/2010,NA,23.1,7.97,660,8.12,1.32,18.8,0.236,NA,174
elkhart-14,7/29/2010,NA,23.2,6.85,326,8.08,1.36,0.154,22.3,3,2775
elkhart-14,8/5/2010,NA,22.1,7.08,659,8.08,1.72,0.327,31.9,NA,225
elkhart-14,8/12/2010,NA,23.6,7.03,664,8.19,1.3,0.215,18.6,2,119
elkhart-14,8/19/2010,NA,22,6.92,656,8.11,1.91,0.137,42.9,NA,122
elkhart-14,8/26/2010,NA,19.3,9.65,327,8.25,2.16,0.178,51.3,1,112
elkhart-14,9/2/2010,NA,22,6.33,343,8,2.3,0.125,58.3,NA,2100
elkhart-14,9/9/2010,NA,16.6,8.08,602,8.17,2.15,0.155,43.7,2,264
elkhart-14,9/16/2010,NA,18.1,7.69,626,8.18,NA,0.391,47.4,NA,207
elkhart-14,9/23/2010,NA,18.8,7.65,328,8.14,1.8,0.142,49,3,104
elkhart-14,9/30/2010,NA,15,7.29,590,8.29,2.07,0.2,49.5,NA,92
elkhart-14,4/14/2011,NA,12.6,10.78,613,8.29,2.2,0.239,21.1,NA,62
elkhart-14,4/21/2011,NA,6.4,14.88,453,8.47,6,0.873,16.1,49,2660
elkhart-14,4/28/2011,NA,12.5,9.7,402,8,2,1.05,9.2,NA,4525
elkhart-14,5/5/2011,NA,12.1,11.08,546,8.27,1.2,0.143,24.1,6,50
elkhart-14,5/12/2011,NA,18.6,8.06,576,8.05,1.4,0.044,17.6,NA,95
elkhart-14,5/19/2011,NA,14.4,9.73,582,8.15,4.9,0.212,24.1,8,151
elkhart-14,5/26/2011,NA,17.3,8.49,388,8,1.3,1.92,13.3,NA,19100
elkhart-14,6/2/2011,NA,19.7,7.65,553,7.96,1.6,0.429,27.1,11,111
elkhart-14,6/9/2011,NA,23,6.65,569,7.96,0.8,NA,26.1,NA,446
elkhart-14,6/16/2011,NA,17.7,6.79,592,8.15,1.1,0.246,29.2,14,282
elkhart-14,6/24/2011,NA,19.5,6.38,318,8.06,0.6,0.265,39.8,NA,242
elkhart-14,6/30/2011,NA,20.6,6.41,660,8.22,0.9,0.224,17.5,6,152
elkhart-14,8/11/2011,NA,20.5,5.45,621,8.12,0,0.224,23.1,1,128
elkhart-14,8/18/2011,NA,21.1,5.33,658,8.02,0.1,0.27,24.2,NA,84
elkhart-14,8/25/2011,NA,21.8,5.13,667,8.04,0.1,NA,0,1,102
elkhart-14,9/1/2011,NA,21.1,5.25,677,7.99,0.1,0.223,18.6,NA,99
elkhart-14,9/8/2011,NA,16.3,6.33,669,8.15,0.1,0.205,29.9,1,123
elkhart-14,9/15/2011,NA,17.2,6.18,685,8.6,0,0.163,25.4,NA,119
elkhart-14,9/22/2011,NA,16.3,5.96,652,8.08,0.1,0.173,23.4,1,64
elkhart-14,9/29/2011,NA,14.2,6.7,569,8.06,0.2,0.378,16.4,NA,606
elkhart-14,4/5/2012,0,13.5,6.65,553.8,8.68,0.2,0.085,9.7,5.5,44
elkhart-14,4/12/2012,0,9,7.64,572.4,8.82,0.09,0.08,12.8,NA,252
elkhart-14,4/19/2012,0,14,6.15,599.3,8.58,0.06,0.078,9.9,NA,NA
elkhart-14,4/26/2012,0,11.3,7.05,612.4,8.54,0.07,0.082,12.6,NA,NA
elkhart-14,5/3/2012,0,17,6.12,602,8.54,0.13,0.089,12.3,3.5,34
elkhart-14,5/10/2012,0,14.6,6.71,551.5,8.45,0.16,0.32,2.5,NA,162
elkhart-14,5/17/2012,0,17.1,6.18,586.7,8.63,0.23,0.185,10.6,4.4,NA
elkhart-14,5/24/2012,0,19.2,5.63,607,8.43,0.23,0.171,13.2,NA,38
elkhart-14,5/31/2012,0,19.1,5.23,631,8.44,0.28,0.189,14.4,1.8,62
elkhart-14,6/7/2012,0,18.3,5.79,641,8.4,0.24,0.117,49.3,NA,55
elkhart-14,6/14/2012,0,19.9,5.9,661,8.74,0.42,0.168,16.1,NA,47
elkhart-14,6/21/2012,0,24.4,3.99,6.76,8.39,0.61,0.195,19.7,NA,55
elkhart-14,6/28/2012,0,22.7,4.16,690,8.41,1.01,0.183,26.9,1,68
elkhart-14,7/5/2012,0,26.6,3.47,673,8.36,1.73,0.234,27.7,NA,108
elkhart-14,7/12/2012,0,23.2,5.65,706,8.7,1.56,0.182,26.6,NA,53
elkhart-14,7/19/2012,1,24.5,4.05,671,8.51,1.46,0.253,27.1,NA,891
elkhart-14,7/26/2012,1,24.6,4.9,637,8.46,1.61,0.192,28.1,NA,94
elkhart-14,8/2/2012,0,NA,NA,NA,NA,1.94,0.188,17.6,NA,46
elkhart-14,8/9/2012,0,23.1,6.01,656,8.65,NA,0.215,22.1,1,106
elkhart-14,8/16/2012,0,20.3,5.12,624,8.27,NA,0.228,15.9,NA,174
elkhart-14,8/23/2012,0,19.8,5.39,680,8.35,NA,0.231,16.1,1,106
elkhart-14,8/30/2012,0,20.8,4.75,650,8.37,NA,0.192,24.6,NA,97
elkhart-14,9/6/2012,0,22,4.42,646,8.19,NA,0.222,20.9,1,76
elkhart-14,9/13/2012,0,19.6,5.84,682,8.56,NA,0.169,24.7,NA,91
elkhart-14,9/20/2012,0,15.8,6.28,676,8.27,NA,0.129,22.5,NA,56
elkhart-14,9/27/2012,0,14.4,6.32,689,8.67,NA,0.212,19.8,NA,48
elkhart-14,4/18/2013,0,NA,NA,NA,NA,4.69,1.96,5,189,5200
elkhart-14,4/25/2013,0,NA,NA,NA,NA,4.47,0.55,8.9,NA,400
elkhart-14,5/2/2013,0,NA,NA,NA,NA,NA,0.18,10.2,7.5,70
elkhart-14,5/9/2013,0,18,6.19,557.3,7.71,0.1,0.134,10.9,NA,47
elkhart-14,5/16/2013,0,18.1,6.36,615,7.01,0.07,0.142,10.8,4.8,67
elkhart-14,5/23/2013,0,19.8,5.38,640,7.56,0.03,0.163,14.8,NA,58
elkhart-14,5/30/2013,0,19.4,5.91,526,7.64,0.08,0.216,13.3,3.75,246
elkhart-14,6/6/2013,0,18.4,6.2,601,7.06,0.11,0.229,12.2,NA,92
elkhart-14,6/13/2013,0,21.3,5.47,561,7.12,0.16,0.304,11,10.25,310
elkhart-14,6/20/2013,0,20.7,5.89,594,7.01,0.12,0.26,13.6,NA,221
elkhart-14,6/27/2013,0,21.7,4.9,572,7.08,0.26,0.754,10.7,23,4300
elkhart-14,7/11/2013,0,NA,NA,NA,NA,NA,0.32,27.3,3.25,140
elkhart-14,7/18/2013,0,25.6,4.99,645,7.02,0.07,0.314,30.2,NA,108
elkhart-14,7/25/2013,0,21.1,5.49,599,7.04,0.35,0.392,14.1,3.9,124
elkhart-14,8/1/2013,0,18.9,5.94,652,7.07,1.4,0.254,20.4,NA,184
elkhart-14,8/8/2013,0,20.2,5.48,619,7.14,14.46,0.301,14.2,4,370
elkhart-14,8/15/2013,0,NA,NA,NA,NA,NA,0.242,18.5,NA,94
elkhart-14,8/22/2013,0,NA,NA,NA,NA,NA,0.202,23.3,1,64
elkhart-14,8/29/2013,0,22.7,6.28,689,7.46,8.99,0.262,22.3,NA,106
elkhart-14,9/5/2013,0,19.9,5.27,713,7.26,4.46,0.245,22.4,1.4,72
elkhart-14,9/12/2013,0,22.7,5.1,732,7.47,5.74,0.242,29.8,NA,52
elkhart-14,9/19/2013,0,18,5.51,711,7.49,1.22,0.177,28.4,2.25,470
elkhart-14,9/26/2013,0,15.1,6.21,690,7.34,0.43,0.242,23.1,NA,91
elkhart-14,4/10/2014,0,9.1,8.72,544,7.23,3.67,4.36,22.6,7,44
elkhart-14,4/17/2014,0,8.1,9.21,557.1,7.68,3.72,4.12,24.1,NA,27
elkhart-14,4/24/2014,0,13.1,8.46,584.1,7.16,1.71,0.116,21.8,6.2,30
elkhart-14,5/1/2014,0,12.1,7.8,603.6,7.42,1.61,0.122,22.8,NA,40
elkhart-14,5/8/2014,0,16.1,9.41,612,8.21,1.74,0.121,24.6,5.25,31
elkhart-14,5/15/2014,1,14.4,6.68,553.5,7.85,1.78,0.147,22.4,NA,24100
elkhart-14,5/22/2014,0,18.9,6.52,546.7,7.68,1.54,0.126,22.6,22.75,2000
elkhart-14,5/29/2014,0,20.3,6.02,569,7.71,1.68,0.152,20.8,NA,146
elkhart-14,6/5/2014,0,18,6.56,584.2,7.69,1.54,0.315,20.4,11.75,3100
